TIME,Dureza,Tasa_Prod,Asp,EC,EE,Calidad
03/01/2009 0:00,104,437,3.47,18.7,19.9,0.074
04/01/2009 0:00,106,433,3.47,20.2,20,0.1
05/01/2009 0:00,106,432,3.52,28.2,17.5,0.106
06/01/2009 0:00,106,423,3.52,26.7,18.1,0.082
07/01/2009 0:00,107,425,3.52,27.9,18.6,0.121
08/01/2009 0:00,107,398,3.52,23.7,20.1,0.111
09/01/2009 0:00,106,398,3.42,18.4,21.7,0.096
10/01/2009 0:00,107,422,3.42,19.8,21.6,0.081
11/01/2009 0:00,106,416,3.42,17.7,22.3,0.085
12/01/2009 0:00,105,422,3.35,22,6.7,0.079
13/01/2009 0:00,105,443,3.35,21.8,7.5,0.109
14/01/2009 0:00,105,416,3.35,19.2,22.1,0.094
15/01/2009 0:00,106,405,3.35,19.2,22.6,0.064
16/01/2009 0:00,104,402,3.46,19.3,22.1,0.049
17/01/2009 0:00,104,415,3.46,19.5,15.2,0.081
18/01/2009 0:00,103,414,3.46,18.9,20.6,0.078
19/01/2009 0:00,107,414,3.46,20.5,20.9,0.074
20/01/2009 0:00,106,414,3.48,19.9,21.5,0.072
21/01/2009 0:00,103,426,3.48,19.1,22.1,0.115
22/01/2009 0:00,105,419,3.48,19.8,21.6,0.076
23/01/2009 0:00,108,420,3.47,19.6,22.2,0.093
24/01/2009 0:00,107,418,3.47,19.1,22.1,0.176
25/01/2009 0:00,109,420,3.47,18.9,22.2,0.155
26/01/2009 0:00,107,425,3.47,18.6,21.6,0.123
27/01/2009 0:00,104,405,3.47,19.3,19.9,0.066
28/01/2009 0:00,105,400,3.47,19.2,19,0.047
29/01/2009 0:00,106,403,3.47,18.2,19,0.071
30/01/2009 0:00,107,403,3.47,18.9,18.8,0.074
31/01/2009 0:00,107,411,3.47,18.6,23.3,0.096
01/02/2009 0:00,107,418,3.47,19.3,17.4,0.062
02/02/2009 0:00,107,415,3.47,18.5,19.9,0.075
03/02/2009 0:00,102,420,3.47,19.6,19.8,0.06
04/02/2009 0:00,98,427,3.47,18.3,20.6,0.064
05/02/2009 0:00,102,432,3.47,20,6.3,0.059
06/02/2009 0:00,103,425,3.47,0,14.8,0.081
07/02/2009 0:00,105,421,3.47,19.7,20.4,0.1
08/02/2009 0:00,106,419,3.39,17,0,0.126
09/02/2009 0:00,104,379,3.39,8.5,0,0.115
10/02/2009 0:00,106,367,3.39,8.7,0,0.081
11/02/2009 0:00,105,327,3.39,23.2,0,0.083
12/02/2009 0:00,104,381,3.34,20.7,12.1,0.073
13/02/2009 0:00,101,431,3.34,22,5.2,0.071
14/02/2009 0:00,104,432,3.34,28.5,19.8,0.081
15/02/2009 0:00,103,423,3.34,20.1,20,0.094
16/02/2009 0:00,101,427,3.33,19.9,20.3,0.09
17/02/2009 0:00,106,420,3.33,20.3,16,0.09
18/02/2009 0:00,103,422,3.33,20.5,16.5,0.09
19/02/2009 0:00,105,406,3.33,7.8,9,0.069
20/02/2009 0:00,106,397,3.35,20,16.7,0.084
21/02/2009 0:00,107,397,3.35,27.6,17.2,0.077
22/02/2009 0:00,104,420,3.35,27.7,21.4,0.086
23/02/2009 0:00,105,427,3.35,20.4,19.9,0.107
24/02/2009 0:00,104,418,3.25,20.3,19.7,0.14
25/02/2009 0:00,105,415,3.25,20.2,15.1,0.142
26/02/2009 0:00,104,407,3.25,20.6,17.7,0.075
27/02/2009 0:00,104,409,3.25,19.9,17.5,0.089
28/02/2009 0:00,105,414,3.49,19.7,19.2,0.084
01/03/2009 0:00,105,416,3.49,19.4,19.3,0.104
02/03/2009 0:00,104,418,3.49,19.9,20.1,0.081
03/03/2009 0:00,107,415,3.49,20,20.2,0.122
04/03/2009 0:00,107,419,3.47,25.4,20,0.134
05/03/2009 0:00,106,419,3.47,19.6,20.5,0.132
06/03/2009 0:00,106,425,3.47,19.3,20.2,0.126
07/03/2009 0:00,103,419,3.47,20.1,20.4,0.099
08/03/2009 0:00,103,415,3.48,19.3,20.1,0.094
09/03/2009 0:00,104,416,3.48,19.6,20.7,0.104
10/03/2009 0:00,103,415,3.48,19.5,19.7,0.079
11/03/2009 0:00,104,419,3.48,19.5,20.5,0.091
12/03/2009 0:00,104,420,3.45,19.3,20.7,0.094
13/03/2009 0:00,106,418,3.45,19.4,20.5,0.166
14/03/2009 0:00,103,413,3.45,20.2,20.6,0.084
15/03/2009 0:00,107,412,3.45,19.4,19.8,0.096
16/03/2009 0:00,106,422,3.52,19.5,22.5,0.111
17/03/2009 0:00,105,424,3.52,17.7,21.8,0.081
18/03/2009 0:00,106,421,3.52,18.2,24.5,0.157
19/03/2009 0:00,106,427,3.52,18.3,24.9,0.119
20/03/2009 0:00,106,424,3.4,17.9,24.5,0.112
21/03/2009 0:00,105,415,3.4,18,24.8,0.119
22/03/2009 0:00,106,420,3.4,17.5,25.5,0.096
23/03/2009 0:00,104,414,3.4,17.8,24.7,0.104
24/03/2009 0:00,102,400,3.46,17.9,25.4,0.071
25/03/2009 0:00,105,405,3.46,17.1,24.9,0.096
26/03/2009 0:00,100,415,3.46,23.8,25.5,0.124
27/03/2009 0:00,106,409,3.46,17.3,25.8,0.077
28/03/2009 0:00,105,425,3.49,19.1,26.1,0.094
29/03/2009 0:00,104,416,3.49,18.1,25.5,0.105
30/03/2009 0:00,105,422,3.49,17.5,26.6,0.089
31/03/2009 0:00,102,407,3.49,17.8,24.5,0.092
01/04/2009 0:00,102,412,3.47,18.3,25.6,0.086
02/04/2009 0:00,101,409,3.47,17.9,21.4,0.085
03/04/2009 0:00,102,414,3.47,17.3,24.8,0.101
04/04/2009 0:00,100,416,3.47,17.5,25.7,0.096
05/04/2009 0:00,101,418,3.47,17.7,25.2,0.067
06/04/2009 0:00,102,413,3.47,18,26.6,0.104
07/04/2009 0:00,102,415,3.47,26.7,25,0.108
08/04/2009 0:00,104,420,3.47,19.4,14.8,0.107
09/04/2009 0:00,108,425,3.48,23.1,25.5,0.135
10/04/2009 0:00,105,413,3.48,18.5,20.2,0.117
11/04/2009 0:00,104,418,3.48,17.6,26.5,0.076
12/04/2009 0:00,102,424,3.48,18.4,20.9,0.075
13/04/2009 0:00,103,426,3.48,17.5,20.4,0.089
14/04/2009 0:00,102,417,3.48,17.5,26.6,0.105
15/04/2009 0:00,103,421,3.48,17.3,26.9,0.084
16/04/2009 0:00,102,419,3.48,17.4,27.1,0.092
17/04/2009 0:00,106,417,3.48,0,18.1,0.121
18/04/2009 0:00,104,421,3.48,19.9,5,0.117
19/04/2009 0:00,105,414,3.48,22.6,5.5,0.25
20/04/2009 0:00,107,346,2.03,17.2,17.9,0.089
21/04/2009 0:00,105,253,1.92,15,12.3,0.082
22/04/2009 0:00,104,309,2.09,15.7,19.7,0.074
23/04/2009 0:00,104,296,1,16.1,19.9,0.101
24/04/2009 0:00,106,349,3.41,25.4,20.1,0.142
25/04/2009 0:00,106,363,3.41,17.5,21,0.096
26/04/2009 0:00,106,402,3.46,17,24.1,0.162
27/04/2009 0:00,105,418,3.46,17.5,22.3,0.17
28/04/2009 0:00,104,418,3.46,17.5,21.7,0.15
29/04/2009 0:00,106,408,3.46,17.1,25.4,0.104
30/04/2009 0:00,104,398,3.35,17.1,22.9,0.093
01/05/2009 0:00,103,407,3.35,17.4,22.9,0.134
02/05/2009 0:00,104,404,3.35,18.3,8.9,0.104
03/05/2009 0:00,105,398,3.35,17.4,22.4,0.189
04/05/2009 0:00,104,413,3.44,17.2,24.1,0.094
05/05/2009 0:00,104,411,3.44,18.2,15.4,0.096
06/05/2009 0:00,101,417,3.44,17.8,15.2,0.07
07/05/2009 0:00,100,423,3.44,17.7,15.4,0.115
08/05/2009 0:00,101,409,3.32,18,15.4,0.073
09/05/2009 0:00,105,410,3.32,18.1,15.3,0.107
10/05/2009 0:00,104,420,3.32,18.8,15.6,0.115
11/05/2009 0:00,104,426,3.32,0,15.6,0.092
12/05/2009 0:00,104,423,3.31,18,15.1,0.102
13/05/2009 0:00,104,430,3.31,17.6,15.3,0.139
14/05/2009 0:00,104,427,3.31,18,15.2,0.134
15/05/2009 0:00,105,421,3.31,17.7,14.9,0.213
16/05/2009 0:00,105,436,3.28,18,16.1,0.109
17/05/2009 0:00,104,418,3.28,25.1,1.9,0.089
18/05/2009 0:00,103,416,3.28,18.4,9.9,0.1
19/05/2009 0:00,103,421,3.28,17.4,14.8,0.122
20/05/2009 0:00,102,425,3.05,17.8,14.7,0.13
21/05/2009 0:00,105,415,3.05,18.1,15.1,0.162
22/05/2009 0:00,105,417,3.05,17.7,15,0.107
23/05/2009 0:00,106,418,3.05,17.4,15,0.115
24/05/2009 0:00,105,430,3.03,18.2,14.7,0.134
25/05/2009 0:00,106,425,3.03,18,15.1,0.167
26/05/2009 0:00,102,413,3.03,18.7,15.1,0.107
27/05/2009 0:00,103,422,3.03,18.3,14.9,0.1
28/05/2009 0:00,101,427,3.24,17.8,14.7,0.099
29/05/2009 0:00,102,434,3.24,18.2,11,0.083
30/05/2009 0:00,103,427,3.24,17.3,15,0.102
31/05/2009 0:00,104,433,3.24,18.5,15.1,0.102
01/06/2009 0:00,104,429,3.04,18.8,15.2,0.164
02/06/2009 0:00,105,426,3.04,18.6,14.9,0.081
03/06/2009 0:00,106,422,3.04,18.6,15.2,0.087
04/06/2009 0:00,104,428,3.04,18.1,15,0.107
05/06/2009 0:00,104,423,3.16,18.8,15.1,0.103
06/06/2009 0:00,106,425,3.16,18.8,14.9,0.098
07/06/2009 0:00,103,433,3.16,17.3,15.6,0.069
08/06/2009 0:00,106,427,3.16,18.3,16.2,0.114
09/06/2009 0:00,105,427,3.19,18.2,17.4,0.076
10/06/2009 0:00,105,429,3.19,18.6,17.4,0.093
11/06/2009 0:00,103,429,2.83,18.2,17.2,0.109
12/06/2009 0:00,103,423,2.83,18,17.2,0.077
13/06/2009 0:00,105,412,2.83,17.3,17.5,0.074
14/06/2009 0:00,105,426,2.83,18.4,17.6,0.105
15/06/2009 0:00,104,430,3.24,18.5,16.7,0.096
16/06/2009 0:00,103,424,3.24,17.6,17,0.095
17/06/2009 0:00,102,388,3.24,18.5,5.6,0.077
18/06/2009 0:00,101,396,2.93,17.5,22,0.081
19/06/2009 0:00,102,400,2.93,16,23.2,0.083
20/06/2009 0:00,101,393,2.93,16.8,23,0.102
21/06/2009 0:00,102,396,2.93,20.1,22.7,0.082
22/06/2009 0:00,103,403,2.83,17.1,21.8,0.111
23/06/2009 0:00,101,388,2.83,16.8,18.5,0.067
24/06/2009 0:00,102,391,2.83,16.9,18.3,0.061
25/06/2009 0:00,102,385,2.83,18.1,18,0.052
26/06/2009 0:00,105,401,3.01,16.9,19.9,0.058
27/06/2009 0:00,103,386,3.01,17.2,20.2,0.091
28/06/2009 0:00,102,405,3.01,16.9,20.3,0.054
29/06/2009 0:00,103,394,3.01,24.7,20.9,0.08
30/06/2009 0:00,103,346,2.94,16.1,22,0.061
01/07/2009 0:00,103,345,2.94,16.4,24.9,0.065
02/07/2009 0:00,103,349,2.94,16.5,19.3,0.054
03/07/2009 0:00,103,320,2.94,10.6,3,0.074
04/07/2009 0:00,104,361,2.94,24.5,14.9,0.092
05/07/2009 0:00,105,384,2.94,17.5,16.7,0.083
06/07/2009 0:00,104,305,2.03,18.1,14.6,0.085
07/07/2009 0:00,104,309,1.78,22.8,15.1,0.074
08/07/2009 0:00,106,333,1.78,17,15.3,0.063
09/07/2009 0:00,106,352,1.78,17.4,15.2,0.132
10/07/2009 0:00,105,352,1.78,16.6,17.2,0.099
11/07/2009 0:00,107,368,3.15,21.6,16.7,0.118
12/07/2009 0:00,104,372,3.15,17.7,18.6,0.101
13/07/2009 0:00,104,372,3.15,16.9,18.5,0.074
14/07/2009 0:00,99,379,3.15,16.3,17.6,0.056
15/07/2009 0:00,102,381,3.04,17.5,19.4,0.094
16/07/2009 0:00,105,383,3.04,17.1,19.2,0.085
17/07/2009 0:00,103,381,3.04,16.9,21.4,0.099
18/07/2009 0:00,105,375,3.04,15.8,22.5,0.085
19/07/2009 0:00,104,381,3.03,16.6,24,0.073
20/07/2009 0:00,103,381,3.03,16.2,24.2,0.098
21/07/2009 0:00,105,377,3.03,16.3,25.2,0.088
22/07/2009 0:00,103,375,3.03,16,24.8,0.134
23/07/2009 0:00,106,370,3.05,24.1,24.7,0.134
24/07/2009 0:00,105,373,3.05,17.1,25.3,0.107
25/07/2009 0:00,105,380,3.05,16.8,25.3,0.1
26/07/2009 0:00,105,378,3.05,16.8,25,0.111
27/07/2009 0:00,105,388,3.04,16.2,25.5,0.109
28/07/2009 0:00,102,383,3.04,16.8,20.6,0.125
29/07/2009 0:00,103,381,3.04,16.9,23.2,0.154
30/07/2009 0:00,104,376,3.04,17.5,6.7,0.096
31/07/2009 0:00,104,376,3.03,16.7,22.2,0.132
01/08/2009 0:00,105,379,3.03,15.8,24.5,0.123
02/08/2009 0:00,106,376,3.03,24.3,22.9,0.079
03/08/2009 0:00,104,305,3.03,26.4,7.8,0.07
04/08/2009 0:00,104,381,3.32,16,22.1,0.089
05/08/2009 0:00,106,379,3.32,16.3,23.1,0.1
06/08/2009 0:00,107,367,3.32,16.7,20.5,0.109
07/08/2009 0:00,103,376,3.32,16.8,21,0.124
08/08/2009 0:00,104,397,3.34,16.4,16.4,0.098
09/08/2009 0:00,101,402,3.34,16,18.8,0.096
10/08/2009 0:00,103,403,3.34,17.3,8,0.109
11/08/2009 0:00,104,400,3.34,16.8,16.5,0.107
12/08/2009 0:00,104,404,3.33,15.9,20.3,0.119
13/08/2009 0:00,106,399,3.33,16.4,20.1,0.139
14/08/2009 0:00,105,385,3.33,7.4,15.9,0.108
15/08/2009 0:00,106,398,3.33,16.5,16.7,0.218
16/08/2009 0:00,106,398,3.25,16.2,14.6,0.115
17/08/2009 0:00,108,376,3.25,22,17.5,0.111
18/08/2009 0:00,102,389,3.25,17,17.4,0.072
19/08/2009 0:00,102,390,3.25,0,17.3,0.082
20/08/2009 0:00,106,378,2.59,17,17.4,0.096
21/08/2009 0:00,102,0,1.03,2.2,0,0.044
22/08/2009 0:00,102,318,1.03,16.5,5,0.058
23/08/2009 0:00,103,381,3.05,16.5,10.1,0.081
24/08/2009 0:00,102,384,3.05,16.2,17.4,0.096
25/08/2009 0:00,103,359,3.25,17.2,13.1,0.056
26/08/2009 0:00,105,395,3.25,16.2,16.1,0.114
27/08/2009 0:00,104,398,3.25,14.7,17,0.111
28/08/2009 0:00,105,399,3.25,16.4,19.7,0.106
29/08/2009 0:00,103,398,3.32,16.6,20.2,0.098
30/08/2009 0:00,103,402,3.32,16.4,19.9,0.099
31/08/2009 0:00,105,406,3.32,21.9,19.6,0.099
01/09/2009 0:00,104,406,3.32,16,20.4,0.106
02/09/2009 0:00,106,398,3.32,16.8,12.9,0.102
03/09/2009 0:00,106,387,3.32,17.1,19.5,0.121
04/09/2009 0:00,105,399,3.32,16.1,19.1,0.128
05/09/2009 0:00,105,404,3.32,16.5,19.5,0.119
06/09/2009 0:00,103,404,3.34,16.7,19.4,0.104
07/09/2009 0:00,100,399,3.34,16.3,19.7,0.092
08/09/2009 0:00,105,409,3.34,16.6,19.6,0.117
09/09/2009 0:00,104,402,3.34,16.5,20.2,0.153
10/09/2009 0:00,106,407,3.15,15.9,20.7,0.177
11/09/2009 0:00,105,362,3.15,16.6,11.7,0.111
12/09/2009 0:00,107,382,3.15,16.1,20,0.077
13/09/2009 0:00,106,382,3.15,16.2,18.6,0.106
14/09/2009 0:00,106,385,3.25,17.4,20,0.115
15/09/2009 0:00,105,401,3.25,16.5,16.4,0.104
16/09/2009 0:00,104,382,3.25,17.3,19.8,0.1
17/09/2009 0:00,105,404,3.25,17.6,19.2,0.113
18/09/2009 0:00,106,392,3.16,16.3,19.1,0.127
19/09/2009 0:00,107,400,3.16,16.8,18.6,0.105
20/09/2009 0:00,106,395,3.16,17.2,19.7,0.126
21/09/2009 0:00,106,395,3.16,18.9,20.2,0.116
22/09/2009 0:00,106,400,3.3,17.7,19.9,0.1
23/09/2009 0:00,104,395,3.3,18.2,19,0.094
24/09/2009 0:00,104,404,3.3,18,18.7,0.12
25/09/2009 0:00,106,406,3.3,17.7,19,0.149
26/09/2009 0:00,105,407,3.24,18,18.1,0.102
27/09/2009 0:00,106,423,3.24,19.4,18.7,0.135
28/09/2009 0:00,104,422,3.24,18.7,20.4,0.183
29/09/2009 0:00,106,421,3.24,19.9,6.3,0.117
30/09/2009 0:00,105,417,3.29,18.1,20.8,0.157
01/10/2009 0:00,104,430,3.29,0,20.4,0.124
02/10/2009 0:00,105,416,3.29,18.6,20.6,0.111
03/10/2009 0:00,105,415,3.29,19.9,20.3,0.1
04/10/2009 0:00,104,422,3.29,20.1,19.3,0.085
05/10/2009 0:00,105,423,3.29,20.2,16.4,0.084
06/10/2009 0:00,106,407,3.29,20.9,19.9,0.103
07/10/2009 0:00,106,400,3.29,20.9,20.8,0.127
08/10/2009 0:00,106,423,3.32,20.1,20.3,0.115
09/10/2009 0:00,105,434,3.32,20.3,14.7,0.125
10/10/2009 0:00,105,431,3.32,19.4,20.9,0.136
11/10/2009 0:00,105,421,3.32,19.6,20.1,0.127
12/10/2009 0:00,104,422,3.41,20.3,14,0.12
13/10/2009 0:00,105,423,3.41,19.6,18.1,0.138
14/10/2009 0:00,103,421,3.41,20.2,18.6,0.103
15/10/2009 0:00,104,428,3.41,20.3,13.7,0.115
16/10/2009 0:00,104,436,3.47,20.3,17.9,0.093
17/10/2009 0:00,103,430,3.47,20.1,18.1,0.097
18/10/2009 0:00,106,428,3.47,20.4,18.3,0.108
19/10/2009 0:00,104,433,3.47,21.3,18.1,0.124
20/10/2009 0:00,104,428,3.47,20.7,16.8,0.137
21/10/2009 0:00,104,436,3.47,20.6,21,0.126
22/10/2009 0:00,103,436,3.47,20.3,17.3,0.088
23/10/2009 0:00,104,434,3.47,21.1,17.6,0.077
24/10/2009 0:00,102,436,3.46,22.3,16.3,0.088
25/10/2009 0:00,104,432,3.46,28.8,14.8,0.107
26/10/2009 0:00,105,435,3.46,22.1,16.5,0.134
27/10/2009 0:00,104,427,3.46,21,16.3,0.142
28/10/2009 0:00,102,435,3.47,20.2,17.7,0.108
29/10/2009 0:00,102,434,3.47,20.8,17.5,0.153
30/10/2009 0:00,102,429,3.47,21.6,18.1,0.092
31/10/2009 0:00,102,439,3.47,21.1,18.2,0.104
01/11/2009 0:00,105,440,3.47,31.1,16.4,0.142
02/11/2009 0:00,105,435,3.47,20.9,17.9,0.122
03/11/2009 0:00,105,434,3.47,20.9,17.5,0.231
04/11/2009 0:00,105,437,3.47,21.7,17.9,0.273
05/11/2009 0:00,104,428,3.46,15.1,15.2,0.103
06/11/2009 0:00,102,427,3.46,21.3,17.8,0.098
07/11/2009 0:00,102,431,3.46,22,14.6,0.095
08/11/2009 0:00,103,431,3.46,22.2,15.3,0.097
09/11/2009 0:00,103,430,3.46,21.2,15.8,0.08
10/11/2009 0:00,101,421,3.46,21.8,17.7,0.095
11/11/2009 0:00,103,423,3.46,23.2,13.9,0.1
12/11/2009 0:00,104,431,3.46,23.2,12.5,0.194
13/11/2009 0:00,105,429,3.4,22,14.7,0.108
14/11/2009 0:00,105,428,3.4,0,14.4,0.139
15/11/2009 0:00,105,427,3.4,22.4,13.6,0.112
16/11/2009 0:00,106,424,3.4,23.2,12,0.214
17/11/2009 0:00,104,428,3.4,22.8,14.1,0.15
18/11/2009 0:00,107,429,3.4,21.7,16.7,0.125
19/11/2009 0:00,103,433,3.4,22.3,13.3,0.089
20/11/2009 0:00,103,435,3.4,22.4,16.9,0.084
21/11/2009 0:00,103,427,3.41,22.4,15.5,0.091
22/11/2009 0:00,102,431,3.41,30.8,11.6,0.102
23/11/2009 0:00,105,434,3.41,32.5,15.8,0.107
24/11/2009 0:00,103,438,3.41,21.5,12.9,0.129
25/11/2009 0:00,104,436,3.41,21.9,12.9,0.124
26/11/2009 0:00,103,424,3.41,22.6,17.4,0.117
27/11/2009 0:00,107,423,3.41,22.3,19.8,0.116
28/11/2009 0:00,105,428,3.41,22.5,19.7,0.119
29/11/2009 0:00,105,427,3.33,23.5,1.9,0.106
30/11/2009 0:00,104,420,3.33,24.4,1.4,0.119
01/12/2009 0:00,107,414,3.33,33.3,13.3,0.134
02/12/2009 0:00,107,421,3.33,14.6,10,0.205
03/12/2009 0:00,106,427,3.25,21.9,11.3,0.23
04/12/2009 0:00,105,416,3.25,19.6,6.5,0.064
05/12/2009 0:00,105,426,3.25,23,7.6,0.064
06/12/2009 0:00,106,432,3.25,22.7,17,0.091
07/12/2009 0:00,103,432,3.34,24.2,17,0.115
08/12/2009 0:00,103,416,3.34,22.6,19.3,0.151
09/12/2009 0:00,105,413,3.34,29.6,9.7,0.085
10/12/2009 0:00,106,409,3.34,23.2,12.8,0.132
11/12/2009 0:00,103,413,3.33,23.6,13.7,0.111
12/12/2009 0:00,105,421,3.33,22.7,14.5,0.147
13/12/2009 0:00,104,424,3.33,24.5,4.9,0.154
14/12/2009 0:00,108,417,3.33,22.2,14.9,0.193
15/12/2009 0:00,109,414,3.33,22.5,12.7,0.183
16/12/2009 0:00,107,414,3.33,24.9,16.8,0.179
17/12/2009 0:00,106,419,3.33,23,17.1,0.134
18/12/2009 0:00,108,399,3.33,23.8,4.3,0.074
19/12/2009 0:00,103,381,3.39,22.9,16.5,0.081
20/12/2009 0:00,103,397,3.39,23.3,17.7,0.093
21/12/2009 0:00,105,405,3.39,23.7,17.7,0.101
22/12/2009 0:00,104,415,3.39,23.3,17.4,0.119
23/12/2009 0:00,106,418,3.32,23.5,19.2,0.115
24/12/2009 0:00,105,417,3.32,31.1,9,0.135
25/12/2009 0:00,106,413,3.32,23.3,19.5,0.081
26/12/2009 0:00,105,411,3.32,17.3,19.1,0.108
27/12/2009 0:00,107,405,3.33,22.7,15.5,0.101
28/12/2009 0:00,106,419,3.33,30.2,18.9,0.11
29/12/2009 0:00,105,418,3.33,22.1,17.7,0.074
30/12/2009 0:00,104,421,3.33,20.8,17.4,0.106
31/12/2009 0:00,106,421,3.35,21.5,18.4,0.104
01/01/2010 0:00,105,426,3.35,22.8,14.5,0.076
02/01/2010 0:00,105,429,3.35,21.3,20,0.095
03/01/2010 0:00,104,400,3.35,22.3,12.7,0.058
04/01/2010 0:00,106,414,3.24,19.8,20.6,0.075
05/01/2010 0:00,105,409,3.24,19.1,25,0.089
06/01/2010 0:00,103,412,3.24,20.6,22.3,0.085
07/01/2010 0:00,102,409,3.24,19.9,25.1,0.085
08/01/2010 0:00,104,412,3.25,18.7,25.4,0.079
09/01/2010 0:00,105,420,3.25,24.5,25.3,0.084
10/01/2010 0:00,104,420,3.25,19,18.7,0.081
11/01/2010 0:00,104,422,3.25,22,18.7,0.092
12/01/2010 0:00,103,435,3.24,17.6,22.4,0.094
13/01/2010 0:00,102,421,3.24,17.6,17.4,0.101
14/01/2010 0:00,103,426,3.24,18.6,22.5,0.111
15/01/2010 0:00,106,438,3.24,21.2,19,0.121
16/01/2010 0:00,106,426,3.32,21.5,18.1,0.126
17/01/2010 0:00,105,427,3.32,24.7,10.3,0.109
18/01/2010 0:00,105,431,3.32,23.5,15.4,0.106
19/01/2010 0:00,106,424,3.32,24.8,15.4,0.096
20/01/2010 0:00,105,423,3.42,26.3,15.3,0.1
21/01/2010 0:00,105,437,3.42,26.2,15.4,0.099
22/01/2010 0:00,105,436,3.42,26.2,10.7,0.12
23/01/2010 0:00,103,421,2.45,25.4,15.1,0.077
24/01/2010 0:00,100,424,2.45,26,15.1,0.08
25/01/2010 0:00,100,426,3.42,26.8,15.7,0.096
26/01/2010 0:00,101,434,3.42,23.6,12.6,0.081
27/01/2010 0:00,100,431,3.42,23.9,16.3,0.059
28/01/2010 0:00,102,437,3.42,24.7,14.6,0.077
29/01/2010 0:00,101,443,3.4,26.3,12,0.081
30/01/2010 0:00,101,430,3.4,23.9,14,0.088
31/01/2010 0:00,102,430,3.4,23.7,16.6,0.116
01/02/2010 0:00,104,436,3.4,22.5,17.1,0.104
02/02/2010 0:00,105,427,3.38,25.5,16.7,0.078
03/02/2010 0:00,105,428,3.38,23.7,17.2,0.099
04/02/2010 0:00,105,431,3.38,22.3,17,0.111
05/02/2010 0:00,103,431,3.38,22.3,16.7,0.125
06/02/2010 0:00,103,429,3.24,23.4,14.5,0.134
07/02/2010 0:00,103,434,3.24,24.9,13,0.106
08/02/2010 0:00,103,435,3.24,23.9,13.7,0.09
09/02/2010 0:00,101,430,3.24,26.8,14.6,0.115
10/02/2010 0:00,102,436,3.23,22.4,15.1,0.108
11/02/2010 0:00,103,438,3.23,23.2,13.8,0.11
12/02/2010 0:00,103,429,3.23,23.8,11,0.074
13/02/2010 0:00,106,424,3.23,27,13.8,0.088
14/02/2010 0:00,103,425,3.25,27.2,16.9,0.079
15/02/2010 0:00,104,429,3.25,28.4,11.9,0.087
16/02/2010 0:00,103,426,3.25,23.5,14.7,0.129
17/02/2010 0:00,103,433,3.25,23.1,15.3,0.113
18/02/2010 0:00,102,427,3.25,23.9,14.9,0.102
19/02/2010 0:00,101,435,3.25,24.4,14.2,0.092
20/02/2010 0:00,98,433,3.25,24.4,14.1,0.107
21/02/2010 0:00,100,429,3.25,23.5,15,0.084
22/02/2010 0:00,101,427,3.24,23,15.1,0.102
23/02/2010 0:00,101,412,3.24,23.1,14.7,0.082
24/02/2010 0:00,103,427,3.24,23.8,15.2,0.105
25/02/2010 0:00,103,436,3.24,24.4,14.9,0.132
26/02/2010 0:00,103,427,3.13,23.6,15.1,0.138
27/02/2010 0:00,103,432,3.13,25,15.4,0.116
28/02/2010 0:00,103,435,3.13,23.4,15.3,0.134
01/03/2010 0:00,102,428,3.13,24.6,12.5,0.101
02/03/2010 0:00,102,434,3.15,23.5,13.4,0.16
03/03/2010 0:00,102,434,3.15,23.4,13.1,0.124
04/03/2010 0:00,102,429,3.15,24.6,15.1,0.104
05/03/2010 0:00,103,434,3.15,22.7,15.7,0.118
06/03/2010 0:00,103,428,3.24,22.9,15.1,0.104
07/03/2010 0:00,104,435,3.24,22.8,14.6,0.134
08/03/2010 0:00,102,432,3.24,24.3,12.9,0.118
09/03/2010 0:00,103,439,3.24,23.7,15.2,0.116
10/03/2010 0:00,103,433,3.25,21.5,15.1,0.099
11/03/2010 0:00,103,428,3.25,25.3,15.1,0.145
12/03/2010 0:00,103,431,3.25,24.5,15,0.15
13/03/2010 0:00,106,427,2.08,24.5,15.1,0.131
14/03/2010 0:00,102,269,1.07,27.2,0,0.081
15/03/2010 0:00,102,330,2.54,25.8,8,0.096
16/03/2010 0:00,103,352,2.54,23.1,10.9,0.092
17/03/2010 0:00,104,372,2.54,24.8,8.9,0.104
18/03/2010 0:00,100,395,2.54,26.9,12,0.081
19/03/2010 0:00,104,400,2.95,24,12,0.123
20/03/2010 0:00,103,414,2.95,25,8.8,0.099
21/03/2010 0:00,102,413,2.95,29.9,2.1,0.1
22/03/2010 0:00,104,416,2.95,26.3,0.5,0.104
23/03/2010 0:00,102,425,3.26,25.1,10,0.119
24/03/2010 0:00,104,434,3.26,24.8,11.8,0.094
25/03/2010 0:00,101,420,3.26,25.2,10,0.113
26/03/2010 0:00,103,431,3.26,23.9,2.6,0.102
27/03/2010 0:00,106,428,3.25,25.3,16.4,0.176
28/03/2010 0:00,107,433,3.25,21.6,15.5,0.155
29/03/2010 0:00,106,420,3.25,21.1,15.2,0.124
30/03/2010 0:00,103,429,3.25,22.1,15.3,0.084
31/03/2010 0:00,101,432,3.23,21.4,13.5,0.092
01/04/2010 0:00,102,430,3.23,22.3,12.2,0.095
02/04/2010 0:00,105,427,3.23,27.3,12.8,0.179
03/04/2010 0:00,103,424,3.23,22,11.8,0.142
04/04/2010 0:00,103,420,3.24,22.9,13.6,0.094
