TIME,Dureza,Tasa_Prod,Asp,EC,EE,Calidad
03/04/1996 0:00,102,410,3.52,22.9,14.8,0.047
04/04/1996 0:00,104,402,3.52,23.6,14.9,0.046
05/04/1996 0:00,103,398,3.52,21.6,17.5,0.056
06/04/1996 0:00,102,417,3.52,21.9,13.3,0.062
07/04/1996 0:00,102,408,3.52,21.5,17.5,0.043
08/04/1996 0:00,105,373,3.52,20.7,18.4,0.041
09/04/1996 0:00,103,391,3.52,20.3,18,0.041
10/04/1996 0:00,102,398,3.52,25.4,4.9,0.031
11/04/1996 0:00,101,382,3.52,19.7,18.8,0.038
12/04/1996 0:00,103,405,3.52,20,19.3,0.031
13/04/1996 0:00,102,409,3.52,19.1,20.8,0.038
14/04/1996 0:00,103,438,3.52,18.3,20,0.028
15/04/1996 0:00,103,410,3.52,19.2,20.4,0.041
16/04/1996 0:00,103,424,3.52,19.3,20.2,0.081
17/04/1996 0:00,107,419,3.52,20.3,19.6,0.072
18/04/1996 0:00,104,417,3.52,23.1,16.4,0.123
19/04/1996 0:00,105,425,3.52,19.6,20.7,0.104
20/04/1996 0:00,105,419,3.52,20.6,19.8,0.084
21/04/1996 0:00,105,432,3.52,23,8.5,0.086
22/04/1996 0:00,105,424,3.52,23.9,8.1,0.055
23/04/1996 0:00,105,407,3.52,24.2,12,0.081
24/04/1996 0:00,104,417,3.52,22.5,12.5,0.076
25/04/1996 0:00,104,416,3.52,22.8,13.4,0.086
26/04/1996 0:00,104,421,3.52,23.5,12.4,0.062
27/04/1996 0:00,105,417,3.52,24.1,12.3,0.051
28/04/1996 0:00,103,405,3.52,23.1,9.1,0.083
29/04/1996 0:00,104,399,3.52,23.3,8.6,0.092
30/04/1996 0:00,103,409,3.52,24.5,9.2,0.068
01/05/1996 0:00,102,423,3.52,26,4.9,0.083
02/05/1996 0:00,103,410,3.52,27.1,5,0.078
03/05/1996 0:00,104,418,3.52,27.6,5.1,0.1
04/05/1996 0:00,102,424,3.52,26.9,5.4,0.061
05/05/1996 0:00,104,425,3.52,27.5,4.5,0.046
06/05/1996 0:00,106,415,3.52,27.3,4.9,0.069
07/05/1996 0:00,105,420,3.52,28,5.1,0.061
08/05/1996 0:00,103,422,3.52,28.3,5.2,0.092
09/05/1996 0:00,106,417,3.52,29.2,4.7,0.071
10/05/1996 0:00,106,431,3.52,29.4,5.4,0.082
11/05/1996 0:00,103,410,3.52,26.6,4.8,0.039
12/05/1996 0:00,101,439,3.52,30.3,0,0.06
13/05/1996 0:00,102,433,3.52,27.8,4.8,0.059
14/05/1996 0:00,103,430,3.52,27.6,4.9,0.065
15/05/1996 0:00,103,433,3.52,28.7,5.2,0.053
16/05/1996 0:00,106,442,3.52,27.6,4.8,0.072
17/05/1996 0:00,105,440,3.52,28,4.7,0.066
18/05/1996 0:00,105,415,3.52,26.7,5,0.052
19/05/1996 0:00,104,404,3.52,27.2,5.1,0.048
20/05/1996 0:00,106,399,3.52,28.8,5.1,0.065
21/05/1996 0:00,104,390,2.5,27.1,5,0.04
22/05/1996 0:00,102,395,2.5,28.4,5.2,0.053
23/05/1996 0:00,102,403,2.5,29.4,5.3,0.041
24/05/1996 0:00,102,424,3.52,29.4,5.9,0.05
25/05/1996 0:00,104,427,3.52,29.3,5.2,0.07
26/05/1996 0:00,102,421,3.52,30.6,1.7,0.065
27/05/1996 0:00,103,422,3.52,28.9,5.1,0.058
28/05/1996 0:00,103,424,3.52,29.3,5.1,0.058
29/05/1996 0:00,106,442,3.52,30.7,1.2,0.3
30/05/1996 0:00,104,384,2.24,30,0,0.034
31/05/1996 0:00,103,446,2.24,33.2,0,0.078
01/06/1996 0:00,103,463,3.52,33.1,0,0.047
02/06/1996 0:00,103,480,3.52,34.2,0,0.086
03/06/1996 0:00,105,477,3.52,33.1,0,0.04
04/06/1996 0:00,104,417,3.52,29.6,0,0.051
05/06/1996 0:00,104,394,3.52,30.8,0,0.048
06/06/1996 0:00,104,399,3.52,30.4,0,0.084
07/06/1996 0:00,103,408,3.52,31.3,0,0.064
08/06/1996 0:00,104,434,3.52,25.4,7,0.072
09/06/1996 0:00,103,405,3.52,27.6,10.1,0.068
10/06/1996 0:00,103,428,3.52,26.9,9.7,0.105
11/06/1996 0:00,101,418,3.52,25.4,9.7,0.092
12/06/1996 0:00,102,430,3.52,23.2,9.4,0.076
13/06/1996 0:00,100,423,3.52,25.4,9.8,0.101
14/06/1996 0:00,101,412,3.52,25.5,9.7,0.066
15/06/1996 0:00,101,451,3.52,27.1,10.1,0.118
16/06/1996 0:00,103,433,3.52,26.9,10.4,0.085
17/06/1996 0:00,104,412,3.52,27,11.3,0.115
18/06/1996 0:00,104,420,3.52,26.8,12.6,0.068
19/06/1996 0:00,104,419,3.52,26.6,11.8,0.081
20/06/1996 0:00,102,439,3.52,28.9,4.5,0.06
21/06/1996 0:00,103,421,3.35,29.7,10.4,0.057
22/06/1996 0:00,105,441,3.35,27.9,10.4,0.066
23/06/1996 0:00,105,437,3.35,27.1,12.2,0.059
24/06/1996 0:00,102,409,3.35,25.4,12.8,0.062
25/06/1996 0:00,101,426,3.33,24.9,12.6,0.066
26/06/1996 0:00,101,425,3.33,24.9,12.7,0.068
27/06/1996 0:00,100,416,3.33,25.1,12.6,0.064
28/06/1996 0:00,103,436,3.33,27,12.3,0.086
29/06/1996 0:00,103,412,3.21,26.6,12.5,0.126
30/06/1996 0:00,104,418,3.21,26.4,12.5,0.138
01/07/1996 0:00,106,421,3.21,25.3,12.6,0.166
02/07/1996 0:00,101,399,3.21,30.6,0.3,0.067
03/07/1996 0:00,102,406,3.13,31.4,0,0.067
04/07/1996 0:00,106,428,3.13,27.2,10.1,0.112
05/07/1996 0:00,103,419,3.13,27.7,9.9,0.126
06/07/1996 0:00,101,440,3.13,30.8,2,0.133
07/07/1996 0:00,103,413,3.52,27.1,10.3,0.092
08/07/1996 0:00,103,400,3.52,26.6,9.8,0.056
09/07/1996 0:00,104,373,3.52,24.5,10,0.062
10/07/1996 0:00,103,332,3.52,24.3,5.9,0.033
11/07/1996 0:00,103,361,3.52,25.8,6.6,0.043
12/07/1996 0:00,102,363,3.52,25.5,6.5,0.059
13/07/1996 0:00,101,392,3.52,29.6,1.2,0.043
14/07/1996 0:00,104,415,3.52,28.6,7,0.061
15/07/1996 0:00,103,401,3.52,27.7,7,0.064
16/07/1996 0:00,102,411,3.52,27,7.1,0.062
17/07/1996 0:00,102,397,3.52,27.6,7.2,0.07
18/07/1996 0:00,103,420,3.52,26.8,7.8,0.063
19/07/1996 0:00,102,405,3.52,28.6,7.4,0.073
20/07/1996 0:00,103,408,3.52,29.3,6.9,0.109
21/07/1996 0:00,104,429,3.52,27.9,8.6,0.128
22/07/1996 0:00,104,388,3.52,26.2,7.7,0.052
23/07/1996 0:00,104,391,3.52,26.8,7.5,0.046
24/07/1996 0:00,102,361,3.52,23.4,7.3,0.025
25/07/1996 0:00,103,357,3.52,24.5,7.3,0.043
26/07/1996 0:00,102,363,3.52,23.8,7.5,0.04
27/07/1996 0:00,103,367,3.52,22.3,7.2,0.05
28/07/1996 0:00,104,360,3.52,22.7,7.3,0.044
29/07/1996 0:00,103,389,3.52,24.2,7.7,0.053
30/07/1996 0:00,104,400,3.52,27.9,0,0.082
31/07/1996 0:00,102,423,3.52,31.2,0,0.096
01/08/1996 0:00,102,425,3.52,28.1,8,0.066
02/08/1996 0:00,103,307,2.54,21.2,8,0.031
03/08/1996 0:00,103,397,2.54,26.4,7.9,0.036
04/08/1996 0:00,102,436,2.54,28.3,8,0.084
05/08/1996 0:00,102,409,3.34,26.8,8.3,0.117
06/08/1996 0:00,102,422,3.34,31.3,3.4,0.128
07/08/1996 0:00,102,415,3.34,28.1,6.9,0.124
08/08/1996 0:00,103,432,3.34,28.5,7.2,0.099
09/08/1996 0:00,104,399,3.52,25.6,7.7,0.043
10/08/1996 0:00,104,375,3.52,25.1,7.9,0.053
11/08/1996 0:00,105,382,3.52,23,8,0.036
12/08/1996 0:00,105,349,3.52,21.7,8.3,0.066
13/08/1996 0:00,104,347,3.52,21.9,8.1,0.062
14/08/1996 0:00,105,344,3.52,21,8.4,0.063
15/08/1996 0:00,103,353,3.52,22.6,6.9,0.052
16/08/1996 0:00,105,346,3.52,20.8,8.2,0.035
17/08/1996 0:00,103,366,3.52,22.8,8.1,0.044
18/08/1996 0:00,103,378,3.52,25.5,8.1,0.043
19/08/1996 0:00,104,414,3.52,26.6,6.7,0.068
20/08/1996 0:00,102,426,3.52,27.4,9.5,0.07
21/08/1996 0:00,103,439,3.52,27.9,6.1,0.058
22/08/1996 0:00,104,422,3.52,26.2,8.3,0.032
23/08/1996 0:00,100,420,3.52,22.1,8.3,0.031
24/08/1996 0:00,104,425,3.52,24.5,3.4,0.078
25/08/1996 0:00,102,409,3.52,27.6,0.1,0.06
26/08/1996 0:00,103,418,3.52,29.6,0,0.13
27/08/1996 0:00,104,409,3.52,30.6,0,0.065
28/08/1996 0:00,104,420,3.52,25.6,11.5,0.088
29/08/1996 0:00,105,416,3.52,25.5,12.6,0.106
30/08/1996 0:00,102,418,3.52,26.9,10,0.104
31/08/1996 0:00,105,411,3.52,26.5,9.8,0.106
01/09/1996 0:00,107,416,3.52,28.6,7,0.138
02/09/1996 0:00,106,413,3.52,27.4,8.1,0.206
03/09/1996 0:00,105,407,3.52,27.2,8.2,0.124
04/09/1996 0:00,105,426,3.52,26.9,8.2,0.142
05/09/1996 0:00,104,420,3.52,27.3,5.9,0.148
06/09/1996 0:00,105,430,3.39,28.3,5,0.118
07/09/1996 0:00,104,423,3.39,27.8,5.9,0.085
08/09/1996 0:00,100,411,3.39,27.9,3.3,0.061
09/09/1996 0:00,100,407,3.39,28,0,0.057
10/09/1996 0:00,99,417,3.37,27.2,3.2,0.062
11/09/1996 0:00,101,415,3.37,27.7,2.9,0.074
12/09/1996 0:00,103,432,3.37,27.9,3,0.073
13/09/1996 0:00,107,430,3.37,28.5,3,0.198
14/09/1996 0:00,107,420,3.52,29.3,3.1,0.233
15/09/1996 0:00,103,399,3.52,26.6,5.3,0.054
16/09/1996 0:00,106,407,3.52,28.8,1.1,0.048
17/09/1996 0:00,107,401,3.52,27.4,5.1,0.051
18/09/1996 0:00,105,389,3.52,10.5,7.8,0.07
19/09/1996 0:00,105,390,3.52,12.6,0.1,0.045
20/09/1996 0:00,103,379,3.52,11.8,0.1,0.038
21/09/1996 0:00,103,396,3.52,11.2,0,0.04
22/09/1996 0:00,101,364,3.25,10.8,0,0.038
23/09/1996 0:00,103,333,3.25,10.5,0,0.036
24/09/1996 0:00,102,383,3.25,10.4,5.9,0.028
25/09/1996 0:00,102,411,2.53,10.3,9.4,0.044
26/09/1996 0:00,101,364,2.53,12.4,8.7,0.033
27/09/1996 0:00,103,346,2.53,10.6,13.1,0.04
28/09/1996 0:00,102,349,3.52,27.3,6.3,0.096
29/09/1996 0:00,103,408,3.52,32.2,7.8,0.04
30/09/1996 0:00,104,422,3.52,31.6,12.9,0.035
01/10/1996 0:00,101,425,3.52,31.5,11,0.042
02/10/1996 0:00,102,402,3.52,35.3,11,0.028
03/10/1996 0:00,103,390,3.52,29.9,11,0.042
04/10/1996 0:00,102,406,3.52,32.4,11,0.043
05/10/1996 0:00,101,405,3.52,36.6,4.9,0.043
06/10/1996 0:00,103,399,3.52,37,4.9,0.067
07/10/1996 0:00,104,400,3.52,35.2,6.9,0.051
08/10/1996 0:00,104,392,3.52,28.9,6.9,0.061
09/10/1996 0:00,103,403,3.52,28,10.2,0.066
10/10/1996 0:00,104,410,3.52,29.3,9.6,0.083
11/10/1996 0:00,105,417,3.52,28.2,9.5,0.071
12/10/1996 0:00,103,410,3.52,29.1,5.6,0.084
13/10/1996 0:00,105,421,3.52,32.2,6.2,0.109
14/10/1996 0:00,104,419,3.52,32.7,6.2,0.091
15/10/1996 0:00,105,412,3.52,34.2,6.2,0.106
16/10/1996 0:00,105,430,3.52,35.9,6.1,0.071
17/10/1996 0:00,104,421,3.52,32.5,5.8,0.048
18/10/1996 0:00,103,428,3.52,31.2,6.3,0.056
19/10/1996 0:00,105,405,3.52,31.4,7.7,0.072
20/10/1996 0:00,108,427,3.52,32,6.8,0.092
21/10/1996 0:00,106,424,3.52,31.8,7.1,0.133
22/10/1996 0:00,103,409,3.52,29.2,6.6,0.074
23/10/1996 0:00,104,421,3.52,28.9,5.9,0.072
24/10/1996 0:00,103,418,3.52,31.9,6,0.083
25/10/1996 0:00,103,415,3.52,29.9,10.1,0.066
26/10/1996 0:00,105,440,3.52,28.2,9.9,0.111
27/10/1996 0:00,103,415,3.52,28.7,10.2,0.089
28/10/1996 0:00,104,412,3.52,27.4,10.1,0.085
29/10/1996 0:00,107,374,3.52,9.8,11.9,0.076
30/10/1996 0:00,105,426,3.52,27.3,11.6,0.077
31/10/1996 0:00,105,409,3.52,27.1,12.4,0.054
01/11/1996 0:00,104,429,3.52,28.1,12.2,0.141
02/11/1996 0:00,105,424,3.52,27.3,12.3,0.128
03/11/1996 0:00,103,432,3.52,25.8,17.3,0.074
04/11/1996 0:00,104,429,3.52,25.8,16.2,0.085
05/11/1996 0:00,104,433,3.52,25,16.7,0.134
06/11/1996 0:00,103,426,3.52,25.2,16.5,0.223
07/11/1996 0:00,103,401,3.52,25,17.3,0.121
08/11/1996 0:00,103,398,3.52,27.5,16,0.081
09/11/1996 0:00,103,417,3.52,24.3,16.6,0.077
10/11/1996 0:00,102,429,3.52,26.6,16.3,0.085
11/11/1996 0:00,103,425,3.52,29.5,10.6,0.071
12/11/1996 0:00,104,437,3.52,29,10.2,0.085
13/11/1996 0:00,105,433,3.52,27.6,12.4,0.122
14/11/1996 0:00,103,420,3.52,25.8,16.2,0.105
15/11/1996 0:00,105,416,3.52,27.6,16.7,0.108
16/11/1996 0:00,104,436,3.52,25.7,16.2,0.062
17/11/1996 0:00,102,424,3.52,25.9,16.6,0.085
18/11/1996 0:00,104,421,3.52,27.2,15.9,0.085
19/11/1996 0:00,103,388,3.52,10,15.7,0.223
20/11/1996 0:00,101,354,3.52,10.2,16,0.07
21/11/1996 0:00,104,342,3.52,10,16.4,0.031
22/11/1996 0:00,104,397,3.52,28.1,0,0.103
23/11/1996 0:00,104,430,2.72,25.8,18.3,0.098
24/11/1996 0:00,103,270,1.41,26.9,0,0.045
25/11/1996 0:00,101,405,3.52,25.3,18.2,0.055
26/11/1996 0:00,103,406,3.52,33.8,0.6,0.168
27/11/1996 0:00,104,428,3.52,26.2,17.5,0.191
28/11/1996 0:00,104,407,3.41,31.2,11.7,0.043
29/11/1996 0:00,103,414,3.41,28.2,11.6,0.062
30/11/1996 0:00,104,404,3.41,29.9,12,0.081
01/12/1996 0:00,105,408,3.41,26.7,15.1,0.084
02/12/1996 0:00,102,415,3.52,32.2,7.6,0.051
03/12/1996 0:00,102,416,3.52,31.2,3.1,0.049
04/12/1996 0:00,102,420,3.52,32.6,1,0.046
05/12/1996 0:00,105,410,3.52,33.2,0,0.045
06/12/1996 0:00,106,400,3.52,29.6,0,0.081
07/12/1996 0:00,105,415,3.52,26.2,10,0.093
08/12/1996 0:00,102,429,3.52,20.3,18.7,0.098
09/12/1996 0:00,103,416,3.52,22.4,19.1,0.069
10/12/1996 0:00,103,395,3.52,10.4,19.8,0.061
11/12/1996 0:00,103,363,3.52,19.4,19.3,0.051
12/12/1996 0:00,104,356,3.52,10.4,15.6,0.043
13/12/1996 0:00,104,337,3.42,22.8,15.8,0.044
14/12/1996 0:00,105,401,3.42,22.5,18.8,0.083
15/12/1996 0:00,102,415,3.42,24.3,18.8,0.043
16/12/1996 0:00,105,360,3.42,20.7,9.2,0.048
17/12/1996 0:00,105,408,3.52,21.6,19.3,0.055
18/12/1996 0:00,104,389,3.52,20.4,18.8,0.043
19/12/1996 0:00,106,405,3.52,20.9,13.9,0.09
20/12/1996 0:00,104,408,3.52,21.3,19.4,0.125
21/12/1996 0:00,105,405,3.52,25.5,17.8,0.133
22/12/1996 0:00,103,398,3.52,24.2,17.9,0.235
23/12/1996 0:00,102,418,3.52,25.4,15.2,0.1
24/12/1996 0:00,106,391,3.52,27.1,14.8,0.094
25/12/1996 0:00,106,419,3.38,25.9,14.7,0.108
26/12/1996 0:00,105,413,3.38,29.8,12.6,0.154
27/12/1996 0:00,104,416,3.38,24.4,17.4,0.104
28/12/1996 0:00,103,412,3.38,25.2,17.4,0.075
29/12/1996 0:00,102,424,3.42,22.9,17.6,0.053
30/12/1996 0:00,103,412,3.42,24,16.1,0.044
31/12/1996 0:00,105,419,3.42,23.6,16.1,0.071
01/01/1997 0:00,103,434,3.42,27.4,11.5,0.085
02/01/1997 0:00,102,424,3.42,26.9,13,0.095
03/01/1997 0:00,102,420,3.42,23.7,16.8,0.077
04/01/1997 0:00,103,409,3.42,25.5,16.2,0.062
05/01/1997 0:00,103,396,3.42,24.7,17.7,0.078
06/01/1997 0:00,103,414,3.52,24,18.5,0.068
07/01/1997 0:00,103,421,3.52,28.1,18,0.079
08/01/1997 0:00,103,428,3.52,24.8,20,0.108
09/01/1997 0:00,104,428,3.52,24.2,20.3,0.153
10/01/1997 0:00,106,403,3.34,21,20.2,0.064
11/01/1997 0:00,106,405,3.34,26.8,13.2,0.075
12/01/1997 0:00,105,420,3.34,28.5,10,0.072
13/01/1997 0:00,105,412,3.34,26.7,10.2,0.065
14/01/1997 0:00,104,398,3.42,27.8,9.6,0.126
15/01/1997 0:00,104,412,3.42,28.6,10.2,0.082
16/01/1997 0:00,103,427,3.42,28.6,12.4,0.104
17/01/1997 0:00,105,420,3.42,29.4,12.2,0.121
18/01/1997 0:00,106,416,2.53,28.6,13.8,0.135
19/01/1997 0:00,105,423,2.53,26.4,10.1,0.128
20/01/1997 0:00,104,431,2.14,24.2,18.7,0.118
21/01/1997 0:00,105,416,3.34,24.6,16.9,0.158
22/01/1997 0:00,104,408,3.34,23.4,16,0.123
23/01/1997 0:00,105,415,3.34,26.5,16.7,0.096
24/01/1997 0:00,105,416,3.41,26.6,16.4,0.096
25/01/1997 0:00,105,422,3.41,27.2,16.6,0.083
26/01/1997 0:00,106,424,3.41,28.1,15.2,0.068
27/01/1997 0:00,105,420,3.41,26.9,16.1,0.094
28/01/1997 0:00,104,420,3.43,27,15,0.123
29/01/1997 0:00,104,424,3.43,26,16.4,0.093
30/01/1997 0:00,104,440,3.43,26.7,17.2,0.112
31/01/1997 0:00,103,428,3.43,23.7,20,0.107
01/02/1997 0:00,103,422,3.36,27.9,13.3,0.101
02/02/1997 0:00,104,423,3.36,32.4,1.2,0.108
03/02/1997 0:00,104,414,3.36,32.8,0,0.072
04/02/1997 0:00,103,439,3.36,33.5,0,0.055
05/02/1997 0:00,100,408,3.43,24,16.7,0.037
06/02/1997 0:00,100,432,3.43,26.3,15.6,0.047
07/02/1997 0:00,101,423,3.43,25.9,16.7,0.077
08/02/1997 0:00,102,426,3.43,26.8,17,0.078
09/02/1997 0:00,103,422,3.52,26.3,17.1,0.105
10/02/1997 0:00,102,401,3.52,27.4,17.1,0.115
11/02/1997 0:00,101,440,3.52,28.9,12,0.063
12/02/1997 0:00,103,425,3.52,30.2,4.1,0.071
13/02/1997 0:00,103,427,3.35,24.7,16.8,0.059
14/02/1997 0:00,104,424,3.35,27.5,17.6,0.075
15/02/1997 0:00,104,431,3.35,25,17.8,0.106
16/02/1997 0:00,103,423,3.35,24.4,17.4,0.07
17/02/1997 0:00,103,435,3.43,23.7,17.6,0.063
18/02/1997 0:00,103,444,3.43,25.2,18.3,0.091
19/02/1997 0:00,104,414,3.43,24.5,19.2,0.066
20/02/1997 0:00,102,414,3.43,24.6,19.8,0.062
21/02/1997 0:00,103,421,3.43,23.7,19.1,0.049
22/02/1997 0:00,102,427,3.43,23.1,19.9,0.046
23/02/1997 0:00,103,425,3.43,21.8,20,0.034
24/02/1997 0:00,104,405,3.43,21.8,20.3,0.063
25/02/1997 0:00,105,433,3.43,21,19.9,0.102
26/02/1997 0:00,102,427,3.43,20.9,20.1,0.066
27/02/1997 0:00,102,420,3.43,22.2,14.4,0.081
28/02/1997 0:00,104,420,3.43,25.4,11.1,0.134
01/03/1997 0:00,104,423,3.41,24.9,13.6,0.113
02/03/1997 0:00,103,419,3.41,28.3,7.1,0.126
03/03/1997 0:00,104,424,3.41,31.7,0,0.106
04/03/1997 0:00,103,440,3.41,28.1,10.1,0.083
05/03/1997 0:00,104,385,3.35,22.9,11.7,0.066
06/03/1997 0:00,103,428,3.35,24.6,14.5,0.068
07/03/1997 0:00,104,415,3.34,22.2,14.7,0.091
08/03/1997 0:00,104,416,3.36,21.4,17.6,0.086
09/03/1997 0:00,104,420,3.36,23.6,14.8,0.106
10/03/1997 0:00,105,428,3.36,20.5,16.2,0.093
11/03/1997 0:00,104,430,3.36,23.9,16,0.074
12/03/1997 0:00,104,424,3.36,20.8,20.5,0.119
13/03/1997 0:00,103,416,3.36,20.7,20.3,0.1
14/03/1997 0:00,104,413,3.34,20.6,22,0.091
15/03/1997 0:00,104,415,3.34,19.8,22.8,0.087
16/03/1997 0:00,102,420,3.34,19.9,23.8,0.106
17/03/1997 0:00,102,414,3.34,24.9,10,0.088
18/03/1997 0:00,103,418,3.36,19.6,20.3,0.055
19/03/1997 0:00,102,424,3.36,23.4,10,0.055
20/03/1997 0:00,101,409,3.36,23.9,10.1,0.058
21/03/1997 0:00,101,410,3.36,22.8,9.9,0.049
22/03/1997 0:00,102,413,3.37,25.5,6,0.074
23/03/1997 0:00,102,411,3.37,23.4,9.8,0.058
24/03/1997 0:00,102,430,3.37,21,15.9,0.078
25/03/1997 0:00,103,411,3.37,27.5,6.6,0.066
26/03/1997 0:00,104,404,3.42,29.2,3,0.131
27/03/1997 0:00,102,420,3.42,29.5,0,0.1
28/03/1997 0:00,101,432,3.42,27.1,10.1,0.07
29/03/1997 0:00,102,406,3.42,31.8,0.4,0.093
30/03/1997 0:00,104,408,3.34,22.7,17.4,0.055
31/03/1997 0:00,104,422,3.34,24.7,12.4,0.089
01/04/1997 0:00,104,412,3.34,21.4,17.8,0.083
02/04/1997 0:00,103,414,3.34,20.5,15.8,0.093
03/04/1997 0:00,103,401,3.34,23.1,15.7,0.091
04/04/1997 0:00,103,409,3.34,22.3,15.3,0.096
05/04/1997 0:00,103,407,3.34,26.6,9.8,0.123
06/04/1997 0:00,102,394,3.34,28.9,0,0.104
07/04/1997 0:00,103,404,3.41,27.7,6,0.051
08/04/1997 0:00,103,415,3.41,27.5,7.2,0.046
09/04/1997 0:00,102,422,3.41,24.6,12.2,0.062
10/04/1997 0:00,102,408,3.41,24.9,13.2,0.074
11/04/1997 0:00,103,418,3.42,22.5,17,0.08
12/04/1997 0:00,102,428,3.42,23.8,16.8,0.073
13/04/1997 0:00,103,404,3.42,21.1,17.9,0.096
14/04/1997 0:00,103,402,3.42,22.9,18.4,0.092
15/04/1997 0:00,105,413,3.43,26.2,7.8,0.123
16/04/1997 0:00,104,426,3.43,26.4,11.7,0.085
17/04/1997 0:00,102,407,3.43,29.7,8.4,0.065
18/04/1997 0:00,104,411,3.43,25.5,13.9,0.07
19/04/1997 0:00,104,429,3.41,30.8,0.1,0.091
20/04/1997 0:00,104,401,3.41,23.7,8.2,0.061
21/04/1997 0:00,105,420,3.41,23.9,16.8,0.068
22/04/1997 0:00,106,402,3.41,22.1,18.2,0.089
23/04/1997 0:00,104,421,3.35,28.2,10,0.098
24/04/1997 0:00,103,414,3.35,25.4,12.1,0.085
25/04/1997 0:00,104,414,3.35,24.9,11.9,0.069
26/04/1997 0:00,103,404,3.35,28,10.4,0.091
27/04/1997 0:00,104,410,3.37,24.7,11.8,0.092
28/04/1997 0:00,104,408,3.37,23.3,12,0.061
29/04/1997 0:00,104,404,3.37,28.7,6,0.102
30/04/1997 0:00,105,415,3.37,33.5,0.3,0.126
01/05/1997 0:00,105,417,3.35,30.2,3.6,0.13
02/05/1997 0:00,104,401,3.35,27.3,14.2,0.114
03/05/1997 0:00,103,409,3.35,27.1,10.9,0.058
04/05/1997 0:00,101,418,3.35,25.3,12.5,0.04
05/05/1997 0:00,100,401,3.34,24.9,14.6,0.053
06/05/1997 0:00,103,405,3.34,22.1,15.2,0.068
07/05/1997 0:00,103,413,3.34,23.5,16.6,0.082
08/05/1997 0:00,103,412,3.34,23.9,19.3,0.101
09/05/1997 0:00,103,409,3.36,22.5,19.7,0.077
10/05/1997 0:00,104,425,3.36,21.6,21,0.126
11/05/1997 0:00,102,416,3.36,23.7,16.2,0.116
12/05/1997 0:00,103,412,3.36,25.4,13.2,0.086
13/05/1997 0:00,102,383,3.35,26.7,15.6,0.066
14/05/1997 0:00,104,418,3.35,23.7,15.7,0.096
15/05/1997 0:00,104,416,3.35,24.1,19.6,0.131
16/05/1997 0:00,103,412,3.35,31.3,0.7,0.086
17/05/1997 0:00,102,426,3.36,24.6,16.4,0.092
18/05/1997 0:00,105,420,3.36,25.5,13.9,0.096
19/05/1997 0:00,105,415,3.36,25.9,17.5,0.081
20/05/1997 0:00,105,411,3.36,28.6,6.9,0.136
21/05/1997 0:00,103,414,3.37,28.3,12.2,0.095
22/05/1997 0:00,103,406,3.37,34.2,2.5,0.092
23/05/1997 0:00,103,405,3.37,29.5,0,0.095
24/05/1997 0:00,104,412,3.37,25.8,13.8,0.094
25/05/1997 0:00,103,405,3.37,25.7,14,0.062
26/05/1997 0:00,103,410,3.37,23,14,0.086
27/05/1997 0:00,102,403,3.37,25.1,13.9,0.126
28/05/1997 0:00,101,406,3.37,26.1,13,0.12
29/05/1997 0:00,102,404,3.33,26.4,12.5,0.205
30/05/1997 0:00,103,419,3.33,33,6.6,0.151
31/05/1997 0:00,105,410,3.33,32.8,6.7,0.082
01/06/1997 0:00,105,404,3.33,25.9,9.9,0.07
02/06/1997 0:00,104,418,3.36,28.9,10.1,0.063
03/06/1997 0:00,104,399,3.36,24,13.3,0.093
04/06/1997 0:00,103,357,3.36,28.8,4.2,0.066
05/06/1997 0:00,104,410,3.28,24.2,13,0.093
06/06/1997 0:00,102,412,3.28,25.5,14.4,0.062
07/06/1997 0:00,101,414,3.35,21.5,18.1,0.077
08/06/1997 0:00,102,422,3.35,23.8,11.9,0.051
09/06/1997 0:00,100,414,3.35,21.4,19.1,0.06
10/06/1997 0:00,102,421,3.35,26,11.2,0.113
11/06/1997 0:00,104,411,3.35,30.9,6.5,0.106
12/06/1997 0:00,102,423,3.35,29.5,5.4,0.082
13/06/1997 0:00,102,411,3.35,27.5,9.4,0.068
14/06/1997 0:00,104,419,3.35,27.9,13.9,0.056
15/06/1997 0:00,103,415,3.35,25.8,16.6,0.062
16/06/1997 0:00,104,416,3.35,24.8,14.7,0.075
17/06/1997 0:00,104,411,3.35,22,21.8,0.072
18/06/1997 0:00,103,412,3.35,29,0,0.096
19/06/1997 0:00,101,413,3.26,28.7,6,0.055
20/06/1997 0:00,102,422,3.26,25.5,15.5,0.056
21/06/1997 0:00,102,423,3.26,26.2,13.7,0.04
22/06/1997 0:00,102,434,3.26,25.5,14.1,0.062
23/06/1997 0:00,103,414,3.26,25.1,11.6,0.066
24/06/1997 0:00,104,408,3.26,24.2,15.2,0.061
25/06/1997 0:00,105,435,3.26,23.5,16.3,0.16
26/06/1997 0:00,104,418,3.26,24.2,17.1,0.118
27/06/1997 0:00,103,417,3.28,26.5,13.9,0.083
28/06/1997 0:00,106,411,3.28,26.6,8.6,0.104
29/06/1997 0:00,104,416,3.28,24,16.1,0.139
30/06/1997 0:00,104,408,3.28,27.8,12.6,0.097
01/07/1997 0:00,104,397,3.17,23.5,20.3,0.085
02/07/1997 0:00,103,406,3.17,23.6,20.9,0.109
03/07/1997 0:00,103,422,3.17,23.2,16.1,0.081
04/07/1997 0:00,103,408,3.17,22.3,21,0.061
